Record No.,Date,Name of the student,UCID Number,Class,Mobile Number,Sanctioned Amount,Description of Scheme,Remark,clean_low,sentiment_label,month,year
142,2018-01-02,Abhigyan Dhoni,2531683590,CSE-AIML,9876553728,1134,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,1,2018
143,2017-05-08,Arushi Bhadauria,2549316756,CSE-AIML,9876554805,1738,Conference - Seminar - Workshops - Exhibition - Technical Festival,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,5,2017
144,2017-12-09,Deepa Malik,2998285637,CSE-DS,9876541939,113,"Membership - IET, IEEE, CSI, ASM",Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,12,2017
145,2020-05-19,Raj Vyas,2810674404,CSE-AIML,9876571436,1349,"Membership - IET, IEEE, CSI, ASM",Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,5,2020
146,2019-06-07,Bhoomi Khatri,2818419238,EXTC,9876525752,341,External Technical Training Programs,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,6,2019
147,2024-04-17,Mehul Bose,2633463024,EXTC,9876563162,1718,"Membership - IET, IEEE, CSI, ASM",Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,4,2024
148,2022-07-27,Rajnish Bhansali,2589250696,CSE-DS,9876538162,1129,External Technical Training Programs,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,7,2022
149,2019-09-27,Dheeraj Anand,2422280055,CSE-AIML,9876567715,1200,External Technical Training Programs,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,9,2019
150,2021-09-01,Panchali Shrivastava,2744484379,EXTC,9876571506,591,Conference - Seminar - Workshops - Exhibition - Technical Festival,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,9,2021
151,2019-10-20,Navneet Kannaujiya,2483661246,EXTC,9876528369,1466,"Membership - IET, IEEE, CSI, ASM",Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,10,2019
152,2018-09-22,Dilip Mandal,2608767466,CSE-DS,9876543984,576,External Technical Training Programs,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,9,2018
153,2020-02-12,Kalpana Rawal,2322482891,CSE-DS,9876512344,814,"Membership - IET, IEEE, CSI, ASM",Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,2,2020
154,2023-03-23,Indrasen Bhat,2655758165,CSE-DS,9876511382,1484,External Technical Training Programs,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,3,2023
155,2018-01-19,Monika Giri,2592182010,COMPS,9876575893,962,"Membership - IET, IEEE, CSI, ASM",Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,1,2018
156,2019-09-23,Deepa Ahale,2666577629,CSE-DS,9876526796,511,"Membership - IET, IEEE, CSI, ASM",Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,9,2019
157,2019-07-04,Madhav Sood,2069878876,COMPS,9876575782,1486,"Membership - IET, IEEE, CSI, ASM",Excellent performance in last semester.,excellent performance in last semester.,Positive,7,2019
158,2020-03-10,Vinay Deshmukh,2756411102,EXTC,9876564041,1620,External Technical Training Programs,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,3,2020
159,2022-12-19,Shivshankar Garg,2343364520,CSE-AIML,9876597632,1113,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,12,2022
160,2019-11-25,Saraswati Seth,2563407490,CSE-AIML,9876580069,1069,External Technical Training Programs,Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,11,2019
161,2021-06-23,Vikalp Sahu,2629788156,CSE-AIML,9876569322,172,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,6,2021
162,2019-05-19,Tulika Rana,2839457037,COMPS,9876519557,1976,External Technical Training Programs,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,5,2019
163,2020-03-20,Ishani Bala,2609801433,EXTC,9876525105,1235,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,3,2020
164,2020-11-30,Avanti Jain,2876084685,CSE-DS,9876555541,1864,"Membership - IET, IEEE, CSI, ASM",Demonstrated strong leadership skills in group projects.,demonstrated strong leadership skills in group projects.,Positive,11,2020
165,2020-06-02,Akhil Kamble,2919180726,CSE-AIML,9876590497,525,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,6,2020
166,2020-02-27,Janmejay Bedi,2032159927,EXTC,9876567278,983,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,2,2020
167,2023-09-22,Ramayan Agrawal,2363626878,EXTC,9876586556,683,"Membership - IET, IEEE, CSI, ASM",Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,9,2023
168,2020-08-04,Hansvi Gaonkar,2675559638,EXTC,9876594113,1259,Conference - Seminar - Workshops - Exhibition - Technical Festival,Active participant in extracurricular activities.,active participant in extracurricular activities.,Positive,8,2020
169,2021-07-12,Sulabha Ambani,2396526056,CSE-DS,9876522474,1178,Conference - Seminar - Workshops - Exhibition - Technical Festival,Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,7,2021
170,2023-12-17,Nirmala Pandey,2984038128,COMPS,9876546764,159,"Membership - IET, IEEE, CSI, ASM",Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,12,2023
171,2018-07-26,Menaka Mondal,2616423843,COMPS,9876523054,361,"Membership - IET, IEEE, CSI, ASM",Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,7,2018
172,2021-04-14,Minakshi Sen,2784878263,EXTC,9876533392,1853,"Membership - IET, IEEE, CSI, ASM",Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,4,2021
173,2017-07-18,Neeraj Gupta,2816197018,CSE-DS,9876552831,703,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,7,2017
174,2023-12-28,Richa Vaidya,2606445004,COMPS,9876560951,324,External Technical Training Programs,Excellent performance in last semester.,excellent performance in last semester.,Positive,12,2023
175,2022-04-14,Aviral Bharati,2580154065,CSE-DS,9876526890,1095,"Membership - IET, IEEE, CSI, ASM",Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,4,2022
176,2022-08-22,Parvati Deol,2411109777,CSE-DS,9876567658,567,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,8,2022
177,2022-12-09,Vimala Bhawsar,2564319017,CSE-DS,9876514470,974,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,12,2022
178,2019-09-27,Tanishka Srivatsa,2263201479,EXTC,9876549006,1933,External Technical Training Programs,Received positive feedback from mentors and instructors.,received positive feedback from mentors and instructors.,Positive,9,2019
179,2022-08-30,Nitisha Bhadauria,2504073753,EXTC,9876535257,491,External Technical Training Programs,Excellent performance in last semester.,excellent performance in last semester.,Positive,8,2022
180,2023-11-14,Shashank Yadav,2967367903,CSE-AIML,9876529870,124,"Membership - IET, IEEE, CSI, ASM",Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,11,2023
181,2020-11-22,Sanskriti Singhaniya,2686287295,COMPS,9876576044,1911,"Membership - IET, IEEE, CSI, ASM",Demonstrated dedication and commitment to academic excellence.,demonstrated dedication and commitment to academic excellence.,Positive,11,2020
182,2019-03-11,Priti Tandon,2957755329,COMPS,9876526148,662,Conference - Seminar - Workshops - Exhibition - Technical Festival,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,3,2019
183,2021-08-14,Sarika Acharya,2344617710,CSE-DS,9876591657,724,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,8,2021
184,2019-12-27,Purva Mittal,2498784621,CSE-DS,9876531519,451,External Technical Training Programs,Top scorer in the recent quiz competition.,top scorer in the recent quiz competition.,Positive,12,2019
185,2018-01-11,Mayank Ray,2697561389,CSE-AIML,9876520266,873,"Membership - IET, IEEE, CSI, ASM",Well-prepared and actively engaged during class discussions.,well-prepared and actively engaged during class discussions.,Positive,1,2018
186,2023-04-10,Ekta Jaitley,2831512138,CSE-DS,9876591292,1614,Conference - Seminar - Workshops - Exhibition - Technical Festival,Excellent performance in last semester.,excellent performance in last semester.,Positive,4,2023
187,2017-08-23,Vardhaman Bhadauria,2507965955,CSE-AIML,9876541249,1508,Conference - Seminar - Workshops - Exhibition - Technical Festival,Strong potential for future academic and professional success.,strong potential for future academic and professional success.,Positive,8,2017
188,2018-03-17,Shreyansh Nath,2782260341,EXTC,9876591122,1967,"Membership - IET, IEEE, CSI, ASM",Excellent performance in last semester.,excellent performance in last semester.,Positive,3,2018
189,2024-04-27,Madhuri Kohli,2463132069,COMPS,9876585791,1238,"Membership - IET, IEEE, CSI, ASM",Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,4,2024
190,2024-04-21,Nandkishor Kadam,2507158242,CSE-AIML,9876515356,1901,Conference - Seminar - Workshops - Exhibition - Technical Festival,Received special recognition for outstanding project work.,received special recognition for outstanding project work.,Positive,4,2024
191,2018-11-19,Shriram Mehta,2894654011,COMPS,9876530351,702,"Membership - IET, IEEE, CSI, ASM",Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,11,2018
192,2019-06-21,Divyanshu Bandopadhyay,2930956960,CSE-AIML,9876519894,1402,External Technical Training Programs,Consistent attendance throughout the academic year.,consistent attendance throughout the academic year.,Neutral,6,2019
